Player,Position,Injuries,Practice Status,Game Status,Year,Period
Adam Hayward,LB,Ankle,Full Participation in Practice,Probable,2012,REG8
Vincent Jackson,WR,Calf,Full Participation in Practice,Probable,2012,REG8
Matt Asiata,RB,Knee,Full Participation in Practice,Probable,2012,REG8
Marvin Mitchell,LB,Calf,Full Participation in Practice,Probable,2012,REG8
Adrian Peterson,RB,Ankle,Full Participation in Practice,Probable,2012,REG8
Jerome Simpson,WR,"Back, Foot",Full Participation in Practice,Probable,2012,REG8
John Carlson,TE,Concussion,Did Not Participate In Practice,Out,2012,REG8
Fred Evans,DT,Knee,Full Participation in Practice,Probable,2012,REG8
Jasper Brinkley,LB,Not Injury Related,Did Not Participate In Practice,Probable,2012,REG8
Jared Allen,DE,Groin,Full Participation in Practice,Probable,2012,REG8
Christian Ponder,QB,Knee,Full Participation in Practice,Probable,2012,REG8
Antoine Winfield,CB,Knee,Full Participation in Practice,Probable,2012,REG8
Matt Kalil,T,Back,Full Participation in Practice,Probable,2012,REG8
Harrison Smith,S,Calf,Full Participation in Practice,Probable,2012,REG8
Robert Blanton,S,Hamstring,Full Participation in Practice,Probable,2012,REG8
Mistral Raymond,S,Ankle,Limited Participation in Practice,Out,2012,REG8
Kenny Phillips,S,Knee,Limited Participation in Practice,Doubtful,2012,REG8
Ahmad Bradshaw,RB,Foot,Limited Participation in Practice,Questionable,2012,REG8
Rocky Bernard,DT,Quadricep,Limited Participation in Practice,Doubtful,2012,REG8
Hakeem Nicks,WR,"Knee, Foot",Full Participation in Practice,Probable,2012,REG8
Jacquian Williams,LB,Knee,Did Not Participate In Practice,Out,2012,REG8
David Baas,C,Ankle,Limited Participation in Practice,Probable,2012,REG8
DeMarco Murray,RB,Foot,Did Not Participate In Practice,Out,2012,REG8
DeMarcus Ware,LB,Illness,Did Not Participate In Practice,Probable,2012,REG8
Matt Johnson,S,Hamstring,Did Not Participate In Practice,Out,2012,REG8
Felix Jones,RB,Knee,Limited Participation in Practice,Questionable,2012,REG8
Anthony Spencer,LB,Shoulder,Full Participation in Practice,Probable,2012,REG8
Ryan Cook,G,Hamstring,Full Participation in Practice,Probable,2012,REG8
Phil Costa,C,Ankle,Did Not Participate In Practice,Out,2012,REG8
Sean Lissemore,DT,Ankle,Did Not Participate In Practice,Out,2012,REG8
Richard Marshall,CB,Back,Did Not Participate In Practice,Out,2012,REG8
Daniel Thomas,RB,Concussion,Full Participation in Practice,Probable,2012,REG8
Reshad Jones,S,Heel,Full Participation in Practice,Probable,2012,REG8
Koa Misi,LB,Hamstring,Full Participation in Practice,Probable,2012,REG8
Cameron Wake,DE,Neck,Limited Participation in Practice,Probable,2012,REG8
Jimmy Wilson,S,Ankle,Full Participation in Practice,Probable,2012,REG8
Bart Scott,LB,Toe,Did Not Participate In Practice,Doubtful,2012,REG8
Jason Smith,T,Not Injury Related,Did Not Participate In Practice,Probable,2012,REG8
Eric Smith,S,Knee,Limited Participation in Practice,Questionable,2012,REG8
Jeremy Kerley,WR,Finger,Full Participation in Practice,Probable,2012,REG8
Mark Sanchez,QB,Back,Full Participation in Practice,Probable,2012,REG8
Bilal Powell,RB,Shoulder,Did Not Participate In Practice,Doubtful,2012,REG8
Sione Po'uha,DT,Back,Limited Participation in Practice,Questionable,2012,REG8
Matt Slauson,G,Knee,Full Participation in Practice,Probable,2012,REG8
Kenrick Ellis,DT,Knee,Did Not Participate In Practice,Doubtful,2012,REG8
LaRon Landry,S,Heel,Full Participation in Practice,Probable,2012,REG8
Joe McKnight,RB,Ankle,Did Not Participate In Practice,Questionable,2012,REG8
Calvin Pace,LB,Shin,Full Participation in Practice,Probable,2012,REG8
Clyde Gates,WR,Shoulder,Full Participation in Practice,Probable,2012,REG8
Brandon Moore,G,Hip,Full Participation in Practice,Probable,2012,REG8
Nick Mangold,C,Ankle,Limited Participation in Practice,Questionable,2012,REG8
Jeff Cumberland,TE,Wrist,Limited Participation in Practice,Questionable,2012,REG8
Vladimir Ducasse,G,Knee,Full Participation in Practice,Probable,2012,REG8
Aaron Hernandez,TE,Ankle,Did Not Participate In Practice,Out,2012,REG8
Nick McDonald,C,Shoulder,Limited Participation in Practice,Questionable,2012,REG8
Steve Gregory,S,Hip,Did Not Participate In Practice,Out,2012,REG8
Jerod Mayo,LB,Elbow,Limited Participation in Practice,Questionable,2012,REG8
Ras-I Dowling,CB,Thigh,Did Not Participate In Practice,Out,2012,REG8
Brandon Lloyd,WR,Knee,Limited Participation in Practice,Questionable,2012,REG8
Julian Edelman,WR,Hand,Limited Participation in Practice,Questionable,2012,REG8
Rob Gronkowski,TE,Hip,Limited Participation in Practice,Questionable,2012,REG8
Sterling Moore,CB,Knee,Limited Participation in Practice,Questionable,2012,REG8
Ron Brace,DT,Back,Limited Participation in Practice,Questionable,2012,REG8
Patrick Chung,S,Shoulder,Did Not Participate In Practice,Out,2012,REG8
Dont'a Hightower,LB,Hamstring,Limited Participation in Practice,Questionable,2012,REG8
Kyle Love,DT,Knee,Full Participation in Practice,Probable,2012,REG8
Brandon Bolden,RB,Knee,Did Not Participate In Practice,Out,2012,REG8
Logan Mankins,G,"Calf, Hip",Limited Participation in Practice,Questionable,2012,REG8
Tracy White,LB,Foot,Did Not Participate In Practice,Out,2012,REG8
Sebastian Vollmer,T,"Back, Knee",Limited Participation in Practice,Questionable,2012,REG8
Trevor Scott,DE,Hamstring,Did Not Participate In Practice,Out,2012,REG8
Wes Welker,WR,Ankle,Limited Participation in Practice,Questionable,2012,REG8
Mario Haggan,LB,Thigh,Limited Participation in Practice,Questionable,2012,REG8
Matt Conrath,DT,Knee,Full Participation in Practice,Questionable,2012,REG8
Wayne Hunter,T,Back,Did Not Participate In Practice,Questionable,2012,REG8
Mike McNeill,TE,Knee,Full Participation in Practice,Questionable,2012,REG8
Eugene Sims,DE,Knee,Did Not Participate In Practice,Out,2012,REG8
Rodger Saffold,T,Knee,Did Not Participate In Practice,Out,2012,REG8
Danny Amendola,WR,Shoulder,Limited Participation in Practice,Questionable,2012,REG8
Brandon Gibson,WR,Illness,Full Participation in Practice,Probable,2012,REG8
Cedric Griffin,CB,Hamstring,Full Participation in Practice,Probable,2012,REG8
Brandon Meriweather,S,Knee,Did Not Participate In Practice,Out,2012,REG8
Darrel Young,RB,Hamstring,Full Participation in Practice,Probable,2012,REG8
Sav Rocca,P,right Knee,Full Participation in Practice,Probable,2012,REG8
London Fletcher,LB,"Hamstring, Head",Full Participation in Practice,Questionable,2012,REG8
Pierre Garcon,WR,Foot,Did Not Participate In Practice,Out,2012,REG8
David Jones,CB,Achilles,Full Participation in Practice,Probable,2012,REG8
Josh Wilson,CB,Shoulder,Full Participation in Practice,Probable,2012,REG8
Doug Worthington,DE,Calf,Full Participation in Practice,Probable,2012,REG8
Maurkice Pouncey,C,Knee,Full Participation in Practice,Probable,2012,REG8
Jason Worilds,LB,Illness,Full Participation in Practice,Probable,2012,REG8
Troy Polamalu,S,Calf,Did Not Participate In Practice,Out,2012,REG8
Will Allen,S,Ankle,Full Participation in Practice,Probable,2012,REG8
Rashard Mendenhall,RB,Achilles,Did Not Participate In Practice,Out,2012,REG8
Shaun Suisham,K,left Ankle,Limited Participation in Practice,Probable,2012,REG8
Jonathan Dwyer,RB,Not Injury Related,Full Participation in Practice,Probable,2012,REG8
Marcus Gilbert,T,Ankle,Did Not Participate In Practice,Out,2012,REG8
Isaac Redman,RB,Ankle,Limited Participation in Practice,Questionable,2012,REG8
Adrian Robinson,LB,Concussion,Full Participation in Practice,Probable,2012,REG8
Brandon Johnson,LB,Hamstring,Did Not Participate In Practice,Out,2012,REG8
Chris Carter,LB,Hamstring,Full Participation in Practice,Probable,2012,REG8
Antone Smith,RB,Hamstring,Full Participation in Practice,Probable,2012,REG8
Harry Douglas,WR,"Knee, Ankle",Did Not Participate In Practice,Out,2012,REG8
Jonathan Babineaux,DT,Groin,Full Participation in Practice,Probable,2012,REG8
Michael Palmer,TE,Shoulder,Full Participation in Practice,Probable,2012,REG8
Garrett Reynolds,G,Back,Limited Participation in Practice,Questionable,2012,REG8
Phillip Hunt,DE,Calf,Full Participation in Practice,Questionable,2012,REG8
Nate Allen,S,Hamstring,Full Participation in Practice,Probable,2012,REG8
Colt Anderson,S,Knee,Full Participation in Practice,Probable,2012,REG8
Kurt Coleman,S,Shoulder,Full Participation in Practice,Probable,2012,REG8
Danny Watkins,G,Ankle,Did Not Participate In Practice,Doubtful,2012,REG8
Cedric Thornton,DT,Hand,Full Participation in Practice,Probable,2012,REG8
Jon Dorenbos,LS,Ankle,Full Participation in Practice,Probable,2012,REG8
Darren Sproles,RB,Not Injury Related,Full Participation in Practice,Probable,2012,REG8
Joseph Morgan,WR,Chest,Limited Participation in Practice,Out,2012,REG8
Jimmy Graham,TE,Ankle,Limited Participation in Practice,Questionable,2012,REG8
Daniel Graham,TE,Knee,Did Not Participate In Practice,Out,2012,REG8
David Hawthorne,LB,Hamstring,Limited Participation in Practice,Questionable,2012,REG8
Chris Kuper,G,Forearm,Full Participation in Practice,Probable,2012,REG8
Sealver Siliga,DT,Not Injury Related,Full Participation in Practice,Probable,2012,REG8
Jacob Tamme,TE,Hip,Full Participation in Practice,Probable,2012,REG8
Tracy Porter,CB,Illness,Did Not Participate In Practice,Questionable,2012,REG8
Mike Adams,S,Knee,Full Participation in Practice,Probable,2012,REG8
Matt Willis,WR,Hamstring,Full Participation in Practice,Probable,2012,REG8
Chris Harris,CB,Ankle,Full Participation in Practice,Probable,2012,REG8
Danny Trevathan,LB,Thumb,Full Participation in Practice,Probable,2012,REG8
Miles Burris,LB,Elbow,Full Participation in Practice,Probable,2012,REG8
Juron Criner,WR,Hip,Limited Participation in Practice,Probable,2012,REG8
Sebastian Janikowski,K,left Groin,Limited Participation in Practice,Probable,2012,REG8
Mike Mitchell,S,Ankle,Limited Participation in Practice,Probable,2012,REG8
Alex Parsons,C,Back,Full Participation in Practice,Probable,2012,REG8
Khalif Barnes,T,Groin,Did Not Participate In Practice,Out,2012,REG8
Taiwan Jones,RB,Knee,Limited Participation in Practice,Questionable,2012,REG8
Desmond Bryant,DT,Elbow,Limited Participation in Practice,Questionable,2012,REG8
Tommy Kelly,DT,Shoulder,Full Participation in Practice,Probable,2012,REG8
Richard Seymour,DT,Knee,Limited Participation in Practice,Probable,2012,REG8
Brandon Myers,TE,Knee,Full Participation in Practice,Probable,2012,REG8
Travis Goethel,LB,Back,Limited Participation in Practice,Questionable,2012,REG8
Darren McFadden,RB,Shoulder,Full Participation in Practice,Probable,2012,REG8
Rod Streater,WR,Knee,Limited Participation in Practice,Probable,2012,REG8
Shawntae Spencer,CB,Foot,Did Not Participate In Practice,Out,2012,REG8
Keenan Clayton,LB,Shoulder,Limited Participation in Practice,Questionable,2012,REG8
Matt Shaughnessy,DE,Shoulder,Limited Participation in Practice,Questionable,2012,REG8
Mike Goodson,RB,Hip,Full Participation in Practice,Probable,2012,REG8
Richard Gordon,TE,Hamstring,Limited Participation in Practice,Questionable,2012,REG8
Dave Tollefson,DE,Shoulder,Limited Participation in Practice,Questionable,2012,REG8
Matt Cassel,QB,Concussion,Full Participation in Practice,Probable,2012,REG8
Devon Wylie,WR,Hamstring,Full Participation in Practice,Probable,2012,REG8
Peyton Hillis,RB,Ankle,Full Participation in Practice,Probable,2012,REG8
Jalil Brown,CB,Groin,Limited Participation in Practice,Questionable,2012,REG8
Glenn Dorsey,DE,Calf,Limited Participation in Practice,Questionable,2012,REG8
Steve Maneri,TE,Ankle,Limited Participation in Practice,Questionable,2012,REG8
John Moffitt,G,Knee,Limited Participation in Practice,Questionable,2012,REG8
Doug Baldwin,WR,Ankle,,Out,2012,REG8
Marshawn Lynch,RB,Back,Full Participation in Practice,Probable,2012,REG8
Byron Maxwell,CB,Hamstring,Did Not Participate In Practice,Out,2012,REG8
Jason Jones,DE,Ankle,Did Not Participate In Practice,Doubtful,2012,REG8
Brandon Pettigrew,TE,Knee,Limited Participation in Practice,Probable,2012,REG8
Jacob Lacey,CB,Concussion,Did Not Participate In Practice,Out,2012,REG8
Amari Spievey,S,Concussion,Did Not Participate In Practice,Out,2012,REG8
Louis Delmas,S,Knee,Did Not Participate In Practice,Questionable,2012,REG8
Stephen Tulloch,LB,Knee,Limited Participation in Practice,Probable,2012,REG8
Corey Williams,DT,Knee,Limited Participation in Practice,Probable,2012,REG8
Cliff Avril,DE,Back,Limited Participation in Practice,Questionable,2012,REG8
Titus Young,WR,Knee,Limited Participation in Practice,Questionable,2012,REG8
Dwight Bentley,CB,Shoulder,Limited Participation in Practice,Questionable,2012,REG8
Calvin Johnson,WR,Knee,Did Not Participate In Practice,Probable,2012,REG8
DeAndre Levy,LB,Hamstring,Did Not Participate In Practice,Doubtful,2012,REG8
Jon Beason,LB,Knee,,Out,2012,REG8
Captain Munnerlyn,CB,leg,Full Participation in Practice,Probable,2012,REG8
Charles Johnson,DE,Hip,Full Participation in Practice,Probable,2012,REG8
Thomas Keiser,DE,Elbow,Did Not Participate In Practice,Doubtful,2012,REG8
Dwan Edwards,DT,Hand,Full Participation in Practice,Probable,2012,REG8
Antwan Applewhite,DE,Thigh,,Out,2012,REG8
Ben Hartsock,TE,Calf,Full Participation in Practice,Probable,2012,REG8
Brody Eldridge,TE,Illness,Full Participation in Practice,Probable,2012,REG8
Jay Cutler,QB,Ribs,Full Participation in Practice,Probable,2012,REG8
Alshon Jeffery,WR,Hand,,Out,2012,REG8
Blaine Gabbert,QB,left Shoulder,Full Participation in Practice,Probable,2012,REG8
Rashean Mathis,CB,Groin,Limited Participation in Practice,Questionable,2012,REG8
Derek Cox,CB,Back,Limited Participation in Practice,Questionable,2012,REG8
Dwight Lowery,S,Ankle,Did Not Participate In Practice,Out,2012,REG8
Maurice Jones-Drew,RB,Foot,Did Not Participate In Practice,Out,2012,REG8
Montell Owens,RB,Shoulder,Did Not Participate In Practice,Doubtful,2012,REG8
Greg Jones,RB,Hip,Limited Participation in Practice,Questionable,2012,REG8
Laurent Robinson,WR,Concussion,Limited Participation in Practice,Questionable,2012,REG8
Greg Jennings,WR,Groin,,Out,2012,REG8
Charles Woodson,S,Collarbone,,Out,2012,REG8
Donald Driver,WR,Neck,Full Participation in Practice,Probable,2012,REG8
Jeff Saturday,C,Neck,Limited Participation in Practice,Probable,2012,REG8
Jermichael Finley,TE,Shoulder,Limited Participation in Practice,Probable,2012,REG8
T.J. Lang,G,"Elbow, Wrist",Limited Participation in Practice,Probable,2012,REG8
James Starks,RB,Illness,Limited Participation in Practice,Probable,2012,REG8
B.J. Raji,DT,Ankle,Did Not Participate In Practice,Probable,2012,REG8
Jordy Nelson,WR,Hamstring,Did Not Participate In Practice,Questionable,2012,REG8
John Kuhn,RB,Hamstring,Did Not Participate In Practice,Out,2012,REG8
Nick Perry,LB,Knee,Did Not Participate In Practice,Out,2012,REG8
Aaron Rodgers,QB,Calf,Full Participation in Practice,Probable,2012,REG8
Sam Shields,CB,Ankle,Did Not Participate In Practice,Out,2012,REG8
Nick Hardwick,C,Abdomen,Full Participation in Practice,Probable,2012,REG8
Eddie Royal,WR,Hamstring,Did Not Participate In Practice,Questionable,2012,REG8
Jonas Mouton,LB,Hip,Did Not Participate In Practice,Questionable,2012,REG8
Shareece Wright,CB,Foot,Full Participation in Practice,Probable,2012,REG8
Jared Gaither,T,Groin,Full Participation in Practice,Probable,2012,REG8
Vaughn Martin,DE,Neck,Full Participation in Practice,Probable,2012,REG8
Johnson Bademosi,CB,Hip,Full Participation in Practice,Probable,2012,REG8
Dimitri Patterson,CB,Ankle,Did Not Participate In Practice,Out,2012,REG8
Jarrod Shaw,G,Illness,Full Participation in Practice,Probable,2012,REG8
Frostee Rucker,DE,Shoulder,Full Participation in Practice,Probable,2012,REG8
Montario Hardesty,RB,Knee,Full Participation in Practice,Probable,2012,REG8
Travis Benjamin,WR,Hamstring,Full Participation in Practice,Probable,2012,REG8
John Hughes,DT,Knee,Full Participation in Practice,Probable,2012,REG8
Tashaun Gipson,S,Knee,Limited Participation in Practice,Questionable,2012,REG8
Raymond Ventrone,S,"Hand, Calf",Limited Participation in Practice,Probable,2012,REG8
T.J. Ward,S,"Hand, Shoulder",Limited Participation in Practice,Probable,2012,REG8
Usama Young,S,Hamstring,Full Participation in Practice,Probable,2012,REG8
Ryan Miller,T,Illness,Full Participation in Practice,Probable,2012,REG8
Trent Richardson,RB,"Chest, Rib",Limited Participation in Practice,Questionable,2012,REG8
Ahtyba Rubin,DT,Calf,Did Not Participate In Practice,Out,2012,REG8
Juqua Parker,DE,"Shoulder, Illness",Full Participation in Practice,Probable,2012,REG8
Christian Yount,LS,Shoulder,Full Participation in Practice,Probable,2012,REG8
Scott Fujita,LB,"Shoulder, Neck",Did Not Participate In Practice,Out,2012,REG8
Buster Skrine,CB,Hand,Full Participation in Practice,Probable,2012,REG8
Mohamed Massaquoi,WR,Hamstring,Limited Participation in Practice,Questionable,2012,REG8
Chris Ogbonnaya,RB,"Chest, Ribs",Full Participation in Practice,Probable,2012,REG8
Tank Carder,LB,Foot,Full Participation in Practice,Probable,2012,REG8
John Greco,C,Ankle,Full Participation in Practice,Probable,2012,REG8
Joe Reitz,G,Knee,Full Participation in Practice,Probable,2012,REG8
Antonio Johnson,DT,Illness,Full Participation in Practice,Probable,2012,REG8
Darius Butler,CB,Shoulder,Did Not Participate In Practice,Out,2012,REG8
Pat Angerer,LB,Foot,Full Participation in Practice,Questionable,2012,REG8
Andrew Luck,QB,Knee,Full Participation in Practice,Probable,2012,REG8
Winston Justice,T,Ankle,Full Participation in Practice,Probable,2012,REG8
Dwight Freeney,LB,Ankle,Full Participation in Practice,Probable,2012,REG8
Robert Mathis,LB,Knee,Limited Participation in Practice,Questionable,2012,REG8
Cory Redding,DE,Knee,Full Participation in Practice,Probable,2012,REG8
Donald Brown,RB,Knee,Full Participation in Practice,Questionable,2012,REG8
